,type,geometry-type,geometry-coordinates-0,geometry-coordinates-1,properties-jaar,properties-klooster_id,properties-orde,properties-regel,properties-orde_en,properties-symbol,properties-idL,properties-ST,properties-KR,properties-TI,properties-TIE
0,Feature,Point,3.524182,51.535857,1518,A01,cisterciënzerinnen,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_0.svg,A01,cisterciënzerinnen,regel van Benedictus,"Aagtekerke, Cisterciënzerinnen: Waterlooze Werve","Aagtekerke, Cistercian Nuns:  Onze Lieve Vrouwe-kamer"
1,Feature,Point,6.624844019,51.95911319,1518,A02,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,A02,regulieren van Windesheim,regel van Augustinus,"Aalten, Regulieren: Nazareth","Aalten, Canons Regular: Nazareth"
2,Feature,Point,3.445223883,51.26955265,1518,A04,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A04,tertiarissen,derde regel van Franciscus,"Aardenburg, Tertiarissen","Aardenburg, Tertiaries"
3,Feature,Point,3.443206688,51.27369178,1518,A05,hospitaalzusters*,onbekend,s,http://geoplaza.vu.nl/projects/kloosters/svg/starSix_f_5.svg,A05,hospitaalzusters,onbekend,"Aardenburg, Hospitaalzusters Sint-Janshospitaal","Aardenburg, Hospital Sisters: Sint-Janshospitaal"
4,Feature,Point,5.806944444,53.07138889,1518,A07,tertianen en tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_d_2.svg,A07,tertianen en tertiarissen,derde regel van Franciscus,"Akkrum, Tertiarissen en tertianen: Aalsum","Akkrum, Male and Female Tertiaries: Aalsum"
5,Feature,Point,4.742157109,52.63259931,1518,A08,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A08,tertiarissen,derde regel van Franciscus,"Alkmaar, Tertiarissen: Oude Hof","Alkmaar, Tertiaries: Oude Hof"
6,Feature,Point,4.745575551,52.63310337,1518,A09,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A09,tertiarissen,derde regel van Franciscus,"Alkmaar, Tertiarissen: Jonge Hof","Alkmaar, Tertiaries: Jonge Hof"
7,Feature,Point,4.747971291,52.63209948,1518,A10,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,A10,regularissen,regel van Augustinus,"Alkmaar, Regularissen: Witte Hof","Alkmaar, Canonesses Regular: Witte Hof"
8,Feature,Point,4.745589313,52.63405625,1518,A11,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,A11,observante franciscanen,regel van Franciscus,"Alkmaar, Franciscanen","Alkmaar, Friars Minor"
9,Feature,Point,4.743408277,52.63326698,1518,A12,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A12,tertiarissen,derde regel van Franciscus,"Alkmaar, Tertiarissen: Middelhof","Alkmaar, Tertiaries: Middelhof"
10,Feature,Point,4.739574896,52.63301288,1518,A13,clarissen,regel van Clara,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_2.svg,A13,clarissen,regel van Clara,"Alkmaar, Clarissen","Alkmaar, Poor Clares"
11,Feature,Point,6.663243175,52.35581029,1518,A15,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A15,tertiarissen,derde regel van Franciscus,"Almelo, Tertiarissen: Catharina","Almelo, Tertiaries: Catharina"
12,Feature,Point,4.963888889,51.47527778,1518,A16,johannieters,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_3.svg,A16,johannieters,johannieterregel,"Alphen, Johannieters: Ter Brake","Alphen, Knights Hospitaller: Ter Brake"
13,Feature,Point,52.155,5.393055556,1518,A17,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A17,tertiarissen,derde regel van Franciscus,"Amersfoort, Tertiarissen: Agnes","Amersfoort, Tertiaries: Agnes"
14,Feature,Point,5.394672791,52.1564917,1518,A18,seculiere kanunniken*,geen,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_5.svg,A18,seculiere kanunniken,geen,"Amersfoort, Kanunniken: Sint-Janshuis","Amersfoort, Canons: Sint-Janshuis"
15,Feature,Point,5.387034875,52.15836263,1518,A19,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,A19,regularissen,regel van Augustinus,"Amersfoort, Regularissen: Agatha","Amersfoort, Canonesses Regular: Agatha"
16,Feature,Point,5.392551659,52.15446894,1518,A20,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,A20,regularissen,regel van Augustinus,"Amersfoort, Regularissen: Barbara","Amersfoort, Canonesses Regular: Barbara"
17,Feature,Point,5.385263013,52.15690911,1518,A21,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,A21,observante franciscanen,regel van Franciscus,"Amersfoort, Franciscanen","Amersfoort, Friars Minor"
18,Feature,Point,0.0,0.0,1518,A22,cellezusters,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_f_1.svg,A22,cellezusters,regel van Augustinus,"Amersfoort, Cellezusters: Ursula","Amersfoort, Alexian Sisters: Ursula"
19,Feature,Point,4.890176859,52.3693146,1518,A23,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,A23,begijnen,geen,"Amsterdam, Begijnhof","Amsterdam, Beguinage"
20,Feature,Point,4.895770956,52.36925341,1518,A24,regularissen van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_f_1.svg,A24,regularissen van Windesheim,regel van Augustinus,"Amsterdam, Regularissen: Oude Nonnen","Amsterdam, Canonesses Regular: Oude Nonnen"
21,Feature,Point,4.881634909,52.37896248,1518,A25,kartuizers,kartuizerregel,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_4.svg,A25,kartuizers,kartuizerregel,"Amsterdam, Kartuizers: Sint-Andries-ter-Zaliger-Haven","Amsterdam, Carthusians: Sint-Andries-ter-Zaliger-Haven"
22,Feature,Point,4.895069651,52.36993247,1518,A26,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,A26,regularissen,regel van Augustinus,"Amsterdam, Regularissen: Agnes","Amsterdam, Canonesses Regular: Agnes"
23,Feature,Point,4.893571124,52.36948032,1518,A27,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A27,tertiarissen,derde regel van Franciscus,"Amsterdam, Tertiarissen: Clara","Amsterdam, Tertiaries: Clara"
24,Feature,Point,4.893755499,52.36883072,1518,A28,regularissen van Sion,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleS_f_1.svg,A28,regularissen van Sion,regel van Augustinus,"Amsterdam, Regularissen: Nieuwe Nonnen","Amsterdam, Canonesses Regular: Nieuwe Nonnen"
25,Feature,Point,4.89400829,52.37096502,1518,A29,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A29,tertiarissen,derde regel van Franciscus,"Amsterdam, Tertiarissen: Margaretha","Amsterdam, Tertiaries: Margaretha"
26,Feature,Point,4.897114775,52.37105027,1518,A30,tertianen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_2.svg,A30,tertianen,derde regel van Franciscus,"Amsterdam, Tertianen: Paulus","Amsterdam, Male Tertiaries: Paulus"
27,Feature,Point,4.895757777,52.37107736,1518,A31,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A31,tertiarissen,derde regel van Franciscus,"Amsterdam, Tertiarissen: Caecilia","Amsterdam, Tertiaries: Caecilia"
28,Feature,Point,4.893926219,52.37068296,1518,A32,regularissen van Sion,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleS_f_1.svg,A32,regularissen van Sion,regel van Augustinus,"Amsterdam, Regularissen: Maria Magdalena","Amsterdam, Canonesses Regular: Maria Magdalena"
29,Feature,Point,4.895432263,52.37069146,1518,A33,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,A33,regularissen,regel van Augustinus,"Amsterdam, Regularissen: Catharina","Amsterdam, Canonesses Regular: Catharina"
30,Feature,Point,4.890441486,52.37018255,1518,A34,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A34,tertiarissen,derde regel van Franciscus,"Amsterdam, Tertiarissen: Lucia","Amsterdam, Tertiaries: Lucia"
31,Feature,Point,4.893097747,52.3697072,1518,A35,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A35,tertiarissen,derde regel van Franciscus,"Amsterdam, Tertiarissen: Maria","Amsterdam, Tertiaries: Maria"
32,Feature,Point,4.896742283,52.37024484,1518,A36,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A36,tertiarissen,derde regel van Franciscus,"Amsterdam, Tertiarissen: Ursula","Amsterdam, Tertiaries: Ursula"
33,Feature,Point,4.893797597,52.37020139,1518,A37,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A37,tertiarissen,derde regel van Franciscus,"Amsterdam, Tertiarissen: Barbara","Amsterdam, Tertiaries: Barbara"
34,Feature,Point,4.892989331,52.37523717,1518,A38,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,A38,regularissen,regel van Augustinus,"Amsterdam, Regularissen: Gertrudis","Amsterdam, Canonesses Regular: Gertrudis"
35,Feature,Point,4.899999477,52.37295903,1518,A39,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,A39,observante franciscanen,regel van Franciscus,"Amsterdam, Franciscanen","Amsterdam, Friars Minor"
36,Feature,Point,4.89873597,52.37228497,1518,A40,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,A40,regularissen,regel van Augustinus,"Amsterdam, Regularissen: Maria Magdalena (Bethanië)","Amsterdam, Canonesses Regular: Maria Magdalena (Bethanië)"
37,Feature,Point,4.900057137,52.37357409,1518,A41,cellezusters,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_f_1.svg,A41,cellezusters,regel van Augustinus,"Amsterdam, Cellezusters","Amsterdam, Alexian Sisters"
38,Feature,Point,4.891363465,52.36761766,1518,A42,clarissen,regel van Clara,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_2.svg,A42,clarissen,regel van Clara,"Amsterdam, Clarissen","Amsterdam, Poor Clares"
39,Feature,Point,4.892461718,52.37010959,1518,A43,cellebroeders,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_1.svg,A43,cellebroeders,regel van Augustinus,"Amsterdam, Cellebroeders","Amsterdam, Alexians"
40,Feature,Point,5.609505671,53.23034312,1518,A44,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,A44,regulieren van Windesheim,regel van Augustinus,"Anjum, Regulieren: Mariënberg","Anjum, Canons Regular: Mariënberg"
41,Feature,Point,6.855,53.32305556,1518,A45,augustijner eremieten,regel van Augustinus,r,http://geoplaza.vu.nl/projects/kloosters/svg/rectV_m_1.svg,A45,augustijner eremieten,regel van Augustinus,"Appingedam, Augustijner eremieten","Appingedam, Austin Friars"
42,Feature,Point,6.177969666,51.46020367,1518,A46,tertianen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_2.svg,A46,tertianen,derde regel van Franciscus,"Arcen, Tertianen: Lomm","Arcen, Male Tertiaries: Lomm"
43,Feature,Point,4.998809701,51.86262547,1518,A47,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,A47,regularissen,regel van Augustinus,"Arkel, Regularissen: Mariënhage","Arkel, Canonesses Regular: Mariënhage"
44,Feature,Point,5.907477991,51.98264425,1518,A48,johannieters,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_3.svg,A48,johannieters,johannieterregel,"Arnhem, Johannieters","Arnhem, Knights Hospitaller"
45,Feature,Point,5.928333333,51.99555556,1518,A49,kartuizers,kartuizerregel,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_4.svg,A49,kartuizers,kartuizerregel,"Arnhem, Kartuizers: Monnikhuizen","Arnhem, Carthusians: Monnikhuizen"
46,Feature,Point,5.908697501,51.97959293,1518,A51,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,A51,tertiarissen,derde regel van Franciscus,"Arnhem, Tertiarissen: Catharinagasthuis","Arnhem, Tertiaries: Catharinagasthuis"
47,Feature,Point,5.943611111,51.98666667,1518,A52,regularissen van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_f_1.svg,A52,regularissen van Windesheim,regel van Augustinus,"Arnhem, Regularissen: Bethanië","Arnhem, Canonesses Regular: Bethanië"
48,Feature,Point,5.91264814,51.98052703,1518,A53,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,A53,regularissen,regel van Augustinus,"Arnhem, Regularissen: Agnes en Paulus","Arnhem, Canonesses Regular: Agnes en Paulus"
49,Feature,Point,5.910977417,51.97887576,1518,A54,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,A54,begijnen,geen,"Arnhem, Begijnhuis Mariënburg","Arnhem, Beguine House  Mariënburg"
50,Feature,Point,5.907359894,51.9792663,1518,A55,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,A55,observante franciscanen,regel van Franciscus,"Arnhem, Franciscanen","Arnhem, Friars Minor"
51,Feature,Point,5.115487522,51.87914984,1518,A56,kruisheren,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_1.svg,A56,kruisheren,regel van Augustinus,"Asperen, Kruisheren","Asperen, Croziers"
52,Feature,Point,5.112332188,51.88203056,1518,A57,tertiarissen van Sint Dominicus,regel van Munio de Zamora,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_4.svg,A57,tertiarissen van Sint Dominicus,regel van Munio de Zamora,"Asperen, Tertiarissen van Sint Dominicus: Sint Anna","Asperen, Tertiaries of St Dominic: Sint Anna"
53,Feature,Point,6.200514335,53.24210003,1518,A59,cisterciënzers,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_0.svg,A59,cisterciënzers,regel van Benedictus,"Augustinusga, Cisterciënzers: Gerkesklooster","Augustinusga, Cistercians: Gerkesklooster"
54,Feature,Point,5.220234419,51.88973639,1518,B02,norbertijnen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_1.svg,B02,norbertijnen,regel van Augustinus,"Beesd, Norbertijnen: Mariënweerd","Beesd, Premonstratensians: Mariënweerd"
55,Feature,Point,3.922777778,51.23777778,1518,B03,cisterciënzerinnen,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_0.svg,B03,cisterciënzerinnen,regel van Benedictus,"Beoostenblide, Cisterciënzerinnen: Domus Gaudii ter Hagen","Beoostenblide, Cistercian Nuns: Domus Gaudii ter Hagen"
56,Feature,Point,4.287836217,51.49675224,1518,B06,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,B06,regularissen,regel van Augustinus,"Bergen op Zoom, Regularissen: Margaretha/ Dal van Josaphat","Bergen op Zoom, Canonesses Regular: Margaretha/ Dal van Josaphat"
57,Feature,Point,4.288406208,51.49710205,1518,B07,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,B07,observante franciscanen,regel van Franciscus,"Bergen op Zoom, Franciscanen","Bergen op Zoom, Friars Minor"
58,Feature,Point,4.291696114,51.49570035,1518,B08,cellebroeders,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_1.svg,B08,cellebroeders,regel van Augustinus,"Bergen op Zoom, Cellebroeders","Bergen op Zoom, Alexians"
59,Feature,Point,4.289878853,51.49344403,1518,B09,cellezusters,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_f_1.svg,B09,cellezusters,regel van Augustinus,"Bergen op Zoom, Cellezusters","Bergen op Zoom, Alexian Sisters"
60,Feature,Point,4.296793862,51.49459895,1518,B10,hospitaalzusters*,geen,s,http://geoplaza.vu.nl/projects/kloosters/svg/starSix_f_5.svg,B10,hospitaalzusters,geen,"Bergen op Zoom, Regularissen: Elisabethgasthuis","Bergen op Zoom, Canonesses Regular: Elisabethgasthuis"
61,Feature,Point,4.291502776,51.49892857,1518,B11,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,B11,begijnen,geen,"Bergen op Zoom, Begijnhof","Bergen op Zoom, Beguinage"
62,Feature,Point,6.001628711,53.19603969,1518,B12,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,B12,regulieren van Windesheim,regel van Augustinus,"Bergum, Regulieren (en regularissen): Bergklooster","Bergum, Canons (and Canonesses) Regular: Bergklooster"
63,Feature,Point,4.663861391,52.48485672,1518,B14,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,B14,regulieren van Windesheim,regel van Augustinus,"Beverwijk, Regulieren: Sion","Beverwijk, Canons Regular: Sion"
64,Feature,Point,4.655720051,52.48323729,1518,B15,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,B15,regularissen,regel van Augustinus,"Beverwijk, Regularissen: Mariënborn","Beverwijk, Canonesses Regular: Mariënborn"
65,Feature,Point,3.972222222,51.47555556,1518,B21,victorinnen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/cross_f_1.svg,B21,victorinnen 1246*,regel van Augustinus,"Biezelinge, Victorinnen: Jeruzalem","Biezelinge, Canonesses Regular of St Victor: Jeruzalem"
66,Feature,Point,6.66494706,53.29803867,1518,B24,cisterciënzerinnen,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_0.svg,B24,cisterciënzerinnen,regel van Benedictus,"Ten Boer, Cisterciënzerinnen: Sint Anna","Ten Boer, Cistercian Nuns: Sint Anna"
67,Feature,Point,5.526635532,53.06584254,1518,B26,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,B26,regularissen,regel van Augustinus,"Bolsward, Regularissen H. Geest","Bolsward, Canonesse Regular H. Geest"
68,Feature,Point,6.023445199,53.10450935,1518,B27,benedictijnen en benedictinessen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_d_0.svg,B27,benedictijnen en benedictinessen,regel van Benedictus,"Boornbergum, Benedictijner dubbelklooster: Smalle Ee","Boornbergum, Benedictine Momks and Nuns: Smalle Ee"
69,Feature,Point,5.325597842,51.58915792,1518,B28,clarissen,regel van Clara,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_2.svg,B28,clarissen,regel van Clara,"Boxtel, Clarissen: Sint-Elisabethsdal","Boxtel, Poor Clares: Sint-Elisabethsdal"
70,Feature,Point,4.787695999,51.89329889,1518,B29,regulieren van Sion,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleS_m_1.svg,B29,regulieren van Sion,regel van Augustinus,"Brandwijk, Regulieren: Hemsdonk","Brandwijk, Canons Regular: Hemsdonk"
71,Feature,Point,4.776388889,51.59027778,1518,B30,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,B30,begijnen,geen,"Breda, Begijnhof: Catharina","Breda, Beguinage: Catharina"
72,Feature,Point,4.780805255,51.58752386,1518,B31,norbertinessen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_1.svg,B31,norbertinessen,regel van Augustinus,"Breda, Norbertinessen: Catharinadal","Breda, Premonstratensian Canonesses: Catharinadal"
73,Feature,Point,4.777482915,51.58983717,1518,B32,zusters des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_5.svg,B32,zusters des gemenen levens,geen,"Breda, Grauwzusters","Breda, Grauwzusters"
74,Feature,Point,4.164096431,51.90469844,1518,B34,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,B34,begijnen,geen,"Brielle, Begijnhof","Brielle, Beguinage"
75,Feature,Point,4.16041539,51.90293137,1518,B35,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,B35,tertiarissen,derde regel van Francisciscus,"Brielle, Tertiarissen: Catharina","Brielle, Tertiaries: Catharina"
76,Feature,Point,4.161469142,51.90412429,1518,B36,clarissen,regel van Clara,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_2.svg,B36,clarissen,regel van Clara,"Brielle, Clarissen","Brielle, Poor Clares"
77,Feature,Point,4.161342162,51.90234995,1518,B37,birgitten en birgittinessen,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleDown_d_1.svg,B37,birgitten en birgittinessen,regel van Augustinus,"Brielle, Birgitten en birgittinessen: Mariënouwe","Brielle, Bridgettine double monastery: Mariënouwe"
78,Feature,Point,5.335513826,51.91249446,1518,B40,johannieters,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_3.svg,B40,johannieters,johannieterregel,"Buren, Johannieters","Buren, Knights Hospitaller"
79,Feature,Point,5.336458252,51.91173626,1518,B41,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,B41,tertiarissen,derde regel van Franciscus,"Buren, Tertiarissen: Barbara","Buren, Tertiaries: Barbara"
80,Feature,Point,4.798716115,53.0540542,1518,B42,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,B42,tertiarissen,derde regel van Franciscus,"Den Burg, Tertiarissen: Agnes","Den Burg, Tertiaries: Agnes"
81,Feature,Point,3.738699206,51.6909715,1518,B43,dominicanessen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_f_1.svg,B43,dominicanessen,regel van Augustinus,"Burgh, Dominicanessen: Leliëndaal","Burgh, Dominican Nuns: Leliëndaal"
82,Feature,Point,6.2327602,53.26522139,1518,B44,cisterciënzerinnen,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_0.svg,B44,cisterciënzerinnen,regel van Benedictus,"Burum, Cisterciënzerinnen: Vrouwenklooster","Burum, Cistercian Nuns: Vrouwenklooster"
83,Feature,Point,5.525520589,53.06206471,1518,B45,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,B45,observante franciscanen,regel van Franciscus,"Bolsward, Franciscanen II","Bolsward, Friars Minor II"
84,Feature,Point,5.917117366,51.71364821,1518,C02,kruisheren,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_1.svg,C02,kruisheren,regel van Augustinus,"Cuijk, Kruisheren: Sint Agatha","Cuijk, Croziers: Sint Agatha"
85,Feature,Point,5.22410203,51.95650097,1518,C03,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,C03,tertiarissen,derde regel van Franciscus,"Culemborg, Tertiarissen Mariënkroon","Culemborg, Tertiaries Mariënkroon"
86,Feature,Point,5.226897548,51.95438686,1518,C04,sepulcrijnen,regel van Augustinus,I,http://geoplaza.vu.nl/projects/kloosters/svg/Ishape_m_1.svg,C04,sepulcrijnen,regel van Augustinus,"Culemborg, Sepulcrijnen: Jeruzalem","Culemborg, Canons Regular of he Holy Sepulchre: Jeruzalem"
87,Feature,Point,4.599012774,51.81866286,1518,D01,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,D01,regulieren van Windesheim,regel van Augustinus,"Daniëlskerk, Regulieren: Eemstein","Daniëlskerk, Canons Regular: Eemstein"
88,Feature,Point,4.364161638,52.00245757,1518,D02,norbertinessen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_1.svg,D02,norbertinessen,regel van Augustinus,"Delft, Norbertinessen: Koningsveld","Delft, Premonstratensian Canonesses: Koningsveld"
89,Feature,Point,4.353801729,52.01393579,1518,D03,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,D03,begijnen,geen,"Delft, Begijnhof","Delft, Beguinage"
90,Feature,Point,4.355044661,52.01232582,1518,D04,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,D04,tertiarissen,derde regel van Franciscus,"Delft, Tertiarissen: Agatha","Delft, Tertiaries: Agatha"
91,Feature,Point,4.358640042,52.00757713,1518,D05,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,D05,tertiarissen,derde regel van Franciscus,"Delft, Tertiarissen: Barbara","Delft, Tertiaries: Barbara"
92,Feature,Point,4.366687274,52.01042185,1518,D06,regularissen van Sion,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleS_f_1.svg,D06,regularissen van Sion,regel van Augustinus,"Delft, Regularissen: Agnes","Delft, Canonesses Regular: Agnes"
93,Feature,Point,4.356165671,52.01114888,1518,D07,broeders des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_5.svg,D07,broeders des gemenen levens,geen,"Delft, Broeders des gemenen levens: Hiëronymusdal II","Delft, Brethren of the Common Life: Hiëronymusdal II"
94,Feature,Point,4.354333494,52.01620954,1518,D08,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,D08,regularissen,regel van Augustinus,"Delft, Regularissen: Anna","Delft, Canonesses Regular: Anna"
95,Feature,Point,4.362214022,52.01146588,1518,D09,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,D09,observante franciscanen,regel van Franciscus,"Delft, Franciscanen","Delft, Friars Minor"
96,Feature,Point,4.364833948,52.01041558,1518,D10,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,D10,tertiarissen,derde regel van Franciscus,"Delft, Tertiarissen: Ursula","Delft, Tertiaries: Ursula"
